height,weight,label
192,94,fat
191,100,fat
167,55,normal
177,181,fat
172,130,fat
154,165,fat
187,114,fat
179,118,fat
163,60,normal
162,55,normal
160,64,normal
159,155,fat
150,102,fat
167,140,fat
181,94,fat
157,157,fat
174,83,fat
151,110,fat
153,126,fat
157,198,fat
192,123,fat
182,169,fat
173,176,fat
176,178,fat
191,116,fat
153,114,fat
197,111,fat
193,113,fat
194,184,fat
165,96,fat
179,137,fat
183,72,normal
180,44,thin
153,124,fat
189,137,fat
186,101,fat
199,132,fat
175,134,fat
166,197,fat
178,105,fat
164,142,fat
161,191,fat
157,41,thin
156,129,fat
160,130,fat
154,111,fat
162,73,fat
182,191,fat
189,200,fat
160,184,fat
182,170,fat
200,78,normal
181,128,fat
175,180,fat
172,66,normal
177,59,normal
193,116,fat
160,134,fat
191,72,normal
186,110,fat
164,73,fat
181,199,fat
178,170,fat
193,106,fat
153,165,fat
160,52,normal
162,113,fat
195,48,thin
161,187,fat
151,50,normal
200,51,thin
179,112,fat
177,122,fat
159,105,fat
150,178,fat
182,188,fat
195,39,thin
200,160,fat
153,119,fat
156,194,fat
175,42,thin
193,103,fat
171,130,fat
194,172,fat
160,104,fat
158,83,fat
160,82,fat
186,139,fat
158,159,fat
174,143,fat
166,52,normal
162,113,fat
198,149,fat
150,111,fat
158,142,fat
152,41,thin
175,195,fat
171,183,fat
154,108,fat
174,109,fat
181,67,normal
165,129,fat
163,125,fat
157,165,fat
190,59,thin
164,194,fat
196,178,fat
161,89,fat
191,136,fat
184,98,fat
196,118,fat
182,124,fat
162,168,fat
158,42,thin
180,98,fat
150,103,fat
185,76,normal
183,178,fat
156,179,fat
187,187,fat
176,197,fat
188,161,fat
181,136,fat
179,76,normal
199,148,fat
157,131,fat
153,79,fat
175,136,fat
195,44,thin
163,35,thin
158,40,thin
180,78,normal
182,106,fat
174,75,normal
190,43,thin
167,126,fat
157,123,fat
198,167,fat
153,172,fat
155,114,fat
169,68,normal
153,182,fat
163,58,normal
174,141,fat
152,126,fat
163,126,fat
190,42,thin
191,90,normal
183,189,fat
158,122,fat
200,198,fat
155,188,fat
171,119,fat
162,178,fat
196,113,fat
150,125,fat
182,151,fat
159,61,normal
152,178,fat
167,146,fat
182,155,fat
172,44,thin
181,161,fat
150,95,fat
175,179,fat
184,54,thin
175,180,fat
175,107,fat
188,50,thin
192,95,fat
188,160,fat
193,51,thin
177,45,thin
156,56,normal
163,65,normal
198,35,thin
186,60,thin
171,185,fat
158,78,fat
151,183,fat
194,162,fat
154,55,normal
163,60,normal
156,106,fat
167,76,fat
151,46,normal
162,119,fat
170,133,fat
179,58,thin
191,43,thin
188,110,fat
150,76,fat
198,100,fat
199,170,fat
156,118,fat
151,168,fat
188,155,fat
187,141,fat
161,111,fat
184,116,fat
155,156,fat
186,197,fat
159,111,fat
176,63,normal
199,170,fat
168,99,fat
160,69,fat
189,88,normal
162,79,fat
195,35,thin
187,124,fat
173,100,fat
183,134,fat
172,69,normal
151,101,fat
151,161,fat
172,141,fat
152,89,fat
164,154,fat
189,115,fat
172,52,thin
154,76,fat
180,49,thin
186,108,fat
199,168,fat
166,146,fat
185,130,fat
180,166,fat
164,67,normal
179,175,fat
170,121,fat
164,59,normal
163,57,normal
171,117,fat
158,159,fat
166,181,fat
151,170,fat
195,131,fat
154,55,normal
151,156,fat
176,121,fat
190,199,fat
165,120,fat
198,96,normal
178,162,fat
170,126,fat
189,55,thin
166,76,fat
188,53,thin
177,106,fat
183,129,fat
171,95,fat
187,114,fat
168,189,fat
189,75,normal
151,53,normal
171,68,normal
183,142,fat
184,123,fat
168,164,fat
177,65,normal
177,52,thin
198,161,fat
168,166,fat
150,46,normal
171,118,fat
193,137,fat
156,40,thin
176,35,thin
150,117,fat
199,181,fat
191,44,thin
175,174,fat
175,77,fat
184,52,thin
193,72,normal
174,119,fat
189,96,fat
199,161,fat
192,128,fat
184,174,fat
171,100,fat
151,154,fat
179,93,fat
160,50,normal
162,60,normal
178,65,normal
176,194,fat
164,67,normal
183,159,fat
157,77,fat
197,174,fat
152,80,fat
178,79,normal
196,48,thin
185,57,thin
182,53,thin
186,75,normal
190,53,thin
188,152,fat
171,182,fat
177,57,thin
160,195,fat
186,148,fat
177,91,fat
150,186,fat
194,92,normal
193,194,fat
152,64,fat
194,46,thin
198,86,normal
180,184,fat
189,70,normal
195,80,normal
168,74,fat
168,176,fat
186,78,normal
157,45,thin
176,101,fat
153,147,fat
156,122,fat
199,95,normal
167,192,fat
191,137,fat
195,64,thin
169,173,fat
165,44,thin
197,100,fat
180,117,fat
180,135,fat
191,98,fat
166,115,fat
180,68,normal
179,67,normal
164,124,fat
193,43,thin
182,101,fat
178,183,fat
190,79,normal
196,188,fat
194,175,fat
168,76,fat
152,58,fat
188,163,fat
163,130,fat
198,78,normal
189,153,fat
182,142,fat
153,143,fat
171,119,fat
163,140,fat
150,131,fat
170,128,fat
158,157,fat
178,156,fat
174,44,thin
160,109,fat
187,117,fat
196,78,normal
169,89,fat
182,130,fat
187,66,normal
151,190,fat
192,35,thin
154,79,fat
151,112,fat
154,39,thin
198,158,fat
196,161,fat
185,171,fat
167,83,fat
171,181,fat
187,147,fat
173,63,normal
165,50,thin
194,194,fat
153,99,fat
194,104,fat
197,184,fat
155,43,thin
154,185,fat
192,139,fat
194,117,fat
182,54,thin
190,92,fat
188,166,fat
175,149,fat
162,179,fat
200,180,fat
187,47,thin
166,127,fat
181,165,fat
183,169,fat
157,196,fat
151,122,fat
200,68,thin
176,137,fat
155,63,fat
180,61,normal
183,115,fat
174,126,fat
153,71,fat
176,146,fat
156,183,fat
151,80,fat
170,140,fat
161,140,fat
199,50,thin
155,154,fat
155,116,fat
172,185,fat
165,48,thin
155,75,fat
196,37,thin
170,138,fat
159,62,normal
169,115,fat
192,173,fat
164,99,fat
195,82,normal
184,50,thin
165,193,fat
164,67,normal
166,153,fat
182,116,fat
157,76,fat
191,184,fat
179,162,fat
152,198,fat
151,191,fat
151,196,fat
197,57,thin
159,89,fat
154,129,fat
181,74,normal
163,108,fat
158,69,fat
199,71,thin
198,43,thin
169,163,fat
178,105,fat
198,104,fat
178,69,normal
200,176,fat
162,98,fat
173,144,fat
177,120,fat
183,94,fat
172,188,fat
168,190,fat
179,187,fat
176,155,fat
190,79,normal
150,127,fat
190,158,fat
164,191,fat
199,42,thin
151,41,thin
192,122,fat
187,154,fat
167,174,fat
152,180,fat
200,153,fat
200,168,fat
161,156,fat
199,83,normal
174,42,thin
184,100,fat
153,47,normal
179,197,fat
200,170,fat
153,118,fat
197,146,fat
196,141,fat
193,165,fat
186,167,fat
150,64,fat
196,36,thin
200,47,thin
159,99,fat
174,147,fat
174,75,normal
197,101,fat
190,192,fat
192,106,fat
168,55,normal
156,101,fat
184,37,thin
176,183,fat
178,127,fat
200,77,normal
182,55,thin
165,98,fat
169,83,fat
172,150,fat
176,193,fat
164,197,fat
185,147,fat
154,47,normal
170,193,fat
173,133,fat
169,178,fat
164,117,fat
198,65,thin
193,66,thin
196,95,normal
192,62,thin
153,59,fat
167,116,fat
174,125,fat
160,116,fat
172,83,fat
173,147,fat
158,49,normal
189,122,fat
172,125,fat
173,148,fat
184,136,fat
184,91,fat
188,64,thin
177,164,fat
185,38,thin
172,70,normal
194,126,fat
161,176,fat
180,87,fat
166,66,normal
177,157,fat
155,130,fat
157,166,fat
196,103,fat
183,185,fat
184,67,normal
168,197,fat
184,86,fat
151,84,fat
198,118,fat
196,56,thin
155,146,fat
176,88,fat
175,119,fat
197,190,fat
200,59,thin
187,79,normal
198,151,fat
152,63,fat
155,49,normal
157,71,fat
158,37,thin
193,122,fat
158,78,fat
168,122,fat
170,59,normal
186,98,fat
184,70,normal
186,58,thin
150,141,fat
153,83,fat
186,64,thin
192,146,fat
158,108,fat
177,94,fat
197,152,fat
200,65,thin
199,100,fat
164,99,fat
166,80,fat
163,51,normal
162,59,normal
187,50,thin
173,94,fat
154,122,fat
154,107,fat
166,91,fat
194,163,fat
173,195,fat
193,44,thin
193,81,normal
195,159,fat
163,119,fat
166,76,fat
196,80,normal
193,75,normal
198,131,fat
164,90,fat
164,147,fat
192,106,fat
165,123,fat
188,151,fat
180,53,thin
177,150,fat
170,63,normal
182,67,normal
151,73,fat
177,88,fat
151,92,fat
182,174,fat
157,45,thin
172,187,fat
197,46,thin
167,183,fat
175,88,fat
154,124,fat
168,185,fat
162,85,fat
165,124,fat
154,63,fat
175,129,fat
153,152,fat
187,175,fat
157,113,fat
196,38,thin
190,157,fat
171,146,fat
182,174,fat
197,199,fat
175,93,fat
161,118,fat
157,35,thin
199,112,fat
152,153,fat
197,190,fat
184,35,thin
158,103,fat
178,48,thin
151,85,fat
180,140,fat
177,88,fat
151,149,fat
158,138,fat
171,44,thin
161,94,fat
154,103,fat
174,192,fat
173,175,fat
189,102,fat
164,91,fat
175,36,thin
162,42,thin
180,140,fat
192,197,fat
179,175,fat
161,171,fat
180,182,fat
191,126,fat
176,197,fat
160,75,fat
156,39,thin
157,41,thin
182,181,fat
154,38,thin
157,187,fat
195,143,fat
179,48,thin
164,200,fat
197,140,fat
186,149,fat
168,151,fat
181,104,fat
198,180,fat
157,81,fat
151,133,fat
178,113,fat
197,115,fat
198,166,fat
177,85,fat
192,137,fat
180,131,fat
171,61,normal
159,99,fat
173,188,fat
200,46,thin
180,161,fat
195,165,fat
152,45,normal
173,129,fat
174,39,thin
175,88,fat
198,127,fat
165,67,normal
153,116,fat
172,72,normal
167,84,fat
178,200,fat
150,37,thin
154,97,fat
175,148,fat
169,49,thin
177,52,thin
184,85,fat
165,117,fat
195,156,fat
174,130,fat
166,162,fat
196,130,fat
165,97,fat
163,35,thin
151,198,fat
163,183,fat
196,75,normal
172,124,fat
160,137,fat
182,77,normal
195,113,fat
183,164,fat
168,67,normal
185,38,thin
188,59,thin
199,64,thin
153,56,normal
161,147,fat
196,107,fat
198,124,fat
173,179,fat
175,150,fat
173,178,fat
183,50,thin
182,103,fat
182,186,fat
198,64,thin
156,62,fat
159,97,fat
195,48,thin
190,91,fat
178,149,fat
174,115,fat
151,176,fat
182,157,fat
164,186,fat
161,191,fat
157,149,fat
154,112,fat
170,72,normal
172,152,fat
157,94,fat
163,74,fat
178,86,fat
188,39,thin
191,156,fat
197,100,fat
171,74,fat
171,135,fat
179,82,fat
158,38,thin
169,152,fat
174,105,fat
154,127,fat
155,102,fat
154,126,fat
186,47,thin
199,64,thin
191,86,normal
194,180,fat
196,146,fat
170,86,fat
164,118,fat
170,64,normal
196,177,fat
177,66,normal
173,72,normal
164,146,fat
162,93,fat
174,150,fat
153,154,fat
161,134,fat
192,54,thin
174,133,fat
172,131,fat
186,100,fat
177,63,normal
190,53,thin
154,195,fat
157,135,fat
183,138,fat
158,190,fat
192,122,fat
177,122,fat
189,156,fat
195,147,fat
197,137,fat
165,105,fat
174,161,fat
199,57,thin
168,149,fat
179,70,normal
180,191,fat
171,61,normal
179,163,fat
155,79,fat
176,59,normal
162,112,fat
161,109,fat
155,139,fat
181,173,fat
200,109,fat
195,175,fat
169,80,fat
161,87,fat
174,103,fat
172,163,fat
183,94,fat
160,80,fat
167,129,fat
159,36,thin
167,174,fat
160,144,fat
155,70,fat
166,151,fat
151,168,fat
192,131,fat
191,84,normal
172,65,normal
155,171,fat
198,184,fat
164,61,normal
169,80,fat
184,45,thin
150,69,fat
194,116,fat
172,40,thin
175,157,fat
154,69,fat
196,153,fat
169,116,fat
151,54,normal
172,200,fat
191,63,thin
186,155,fat
185,186,fat
157,79,fat
178,62,normal
191,78,normal
176,119,fat
183,100,fat
161,65,fat
162,197,fat
173,183,fat
184,169,fat
200,173,fat
186,127,fat
159,100,fat
161,158,fat
176,145,fat
197,184,fat
197,35,thin
196,133,fat
193,114,fat
199,157,fat
194,186,fat
176,59,normal
189,174,fat
159,124,fat
182,132,fat
170,160,fat
186,60,thin
153,158,fat
177,66,normal
174,162,fat
198,42,thin
177,122,fat
182,60,thin
169,181,fat
193,79,normal
199,104,fat
179,97,fat
189,97,fat
196,37,thin
179,198,fat
161,101,fat
200,157,fat
160,45,thin
160,167,fat
154,195,fat
185,63,thin
181,68,normal
164,36,thin
180,50,thin
160,95,fat
152,163,fat
190,89,normal
182,94,fat
181,127,fat
156,185,fat
159,65,fat
159,198,fat
150,150,fat
193,158,fat
167,63,normal
185,168,fat
160,55,normal
183,179,fat
155,106,fat
156,89,fat
181,81,normal
178,64,normal
178,65,normal
168,43,thin
164,162,fat
153,139,fat
151,118,fat
189,134,fat
165,127,fat
200,176,fat
170,194,fat
170,109,fat
190,75,normal
193,145,fat
190,119,fat
200,113,fat
163,170,fat
177,121,fat
190,158,fat
159,73,fat
166,200,fat
172,175,fat
151,161,fat
150,44,normal
187,92,fat
190,87,normal
180,189,fat
159,80,fat
172,111,fat
181,138,fat
183,164,fat
171,126,fat
197,48,thin
200,36,thin
180,179,fat
179,146,fat
167,116,fat
159,195,fat
177,135,fat
164,134,fat
163,134,fat
173,93,fat
191,139,fat
191,123,fat
167,134,fat
187,39,thin
157,181,fat
155,148,fat
167,73,fat
195,54,thin
195,126,fat
175,114,fat
182,126,fat
178,173,fat
171,100,fat
155,63,fat
161,71,fat
172,132,fat
185,158,fat
163,95,fat
197,118,fat
200,73,thin
157,89,fat
168,101,fat
175,120,fat
157,40,thin
152,179,fat
158,85,fat
190,51,thin
160,177,fat
169,86,fat
177,84,fat
167,153,fat
196,146,fat
175,180,fat
163,179,fat
192,119,fat
178,172,fat
165,87,fat
185,162,fat
160,130,fat
172,185,fat
198,118,fat
196,76,normal
160,45,thin
180,103,fat
150,49,normal
173,60,normal
153,42,thin
152,142,fat
184,107,fat
195,151,fat
166,53,normal
156,109,fat
180,74,normal
169,63,normal
156,115,fat
190,49,thin
189,145,fat
192,84,normal
194,135,fat
152,48,normal
193,163,fat
172,185,fat
167,192,fat
185,152,fat
188,178,fat
160,52,normal
158,195,fat
200,66,thin
161,50,normal
170,61,normal
193,188,fat
163,124,fat
194,120,fat
169,122,fat
193,156,fat
192,99,fat
150,170,fat
187,174,fat
173,65,normal
158,147,fat
162,136,fat
153,114,fat
156,75,fat
159,47,normal
175,108,fat
152,133,fat
164,132,fat
181,150,fat
164,60,normal
182,162,fat
150,199,fat
183,88,fat
184,63,normal
191,89,normal
182,148,fat
196,92,normal
156,138,fat
192,49,thin
182,61,thin
177,190,fat
173,102,fat
152,195,fat
175,199,fat
195,46,thin
177,68,normal
172,119,fat
191,51,thin
166,118,fat
154,168,fat
163,78,fat
189,170,fat
181,148,fat
160,197,fat
200,159,fat
180,117,fat
184,146,fat
177,161,fat
196,48,thin
178,153,fat
166,156,fat
163,181,fat
175,88,fat
200,186,fat
166,108,fat
162,103,fat
181,168,fat
191,42,thin
184,168,fat
169,67,normal
154,163,fat
178,94,fat
168,117,fat
192,113,fat
199,42,thin
186,98,fat
183,98,fat
166,95,fat
172,139,fat
171,62,normal
171,57,normal
177,98,fat
156,166,fat
172,163,fat
180,63,normal
197,160,fat
194,169,fat
192,150,fat
181,79,normal
182,181,fat
179,188,fat
177,57,thin
150,113,fat
179,111,fat
176,65,normal
181,200,fat
162,64,normal
176,135,fat
188,122,fat
181,132,fat
191,177,fat
166,88,fat
169,147,fat
184,154,fat
168,130,fat
197,50,thin
196,184,fat
190,42,thin
180,83,fat
174,67,normal
188,191,fat
154,136,fat
188,135,fat
183,161,fat
171,60,normal
178,143,fat
177,93,fat
164,68,fat
150,187,fat
158,158,fat
174,38,thin
168,159,fat
162,110,fat
198,68,thin
196,76,normal
195,143,fat
183,170,fat
169,118,fat
160,89,fat
176,163,fat
161,92,fat
168,36,thin
179,154,fat
166,119,fat
186,200,fat
165,190,fat
165,195,fat
166,167,fat
154,176,fat
155,130,fat
200,70,thin
182,196,fat
200,52,thin
171,36,thin
191,189,fat
151,172,fat
157,36,thin
181,101,fat
196,192,fat
163,166,fat
178,167,fat
150,129,fat
185,42,thin
176,100,fat
184,179,fat
187,181,fat
172,126,fat
175,173,fat
154,40,thin
187,131,fat
178,45,thin
191,170,fat
153,61,fat
170,45,thin
160,94,fat
161,181,fat
177,88,fat
157,55,normal
196,192,fat
162,81,fat
177,139,fat
187,100,fat
157,68,fat
192,111,fat
195,62,thin
154,56,normal
167,131,fat
154,67,fat
193,103,fat
199,193,fat
185,116,fat
160,111,fat
160,74,fat
194,169,fat
194,46,thin
160,182,fat
176,102,fat
187,175,fat
168,162,fat
156,139,fat
196,92,normal
159,151,fat
178,122,fat
175,43,thin
175,86,fat
189,37,thin
159,127,fat
173,120,fat
190,111,fat
181,135,fat
190,114,fat
168,64,normal
174,174,fat
153,47,normal
167,172,fat
166,128,fat
171,121,fat
162,105,fat
191,121,fat
196,112,fat
165,130,fat
162,147,fat
167,124,fat
188,174,fat
174,97,fat
199,75,normal
153,103,fat
195,111,fat
162,80,fat
194,185,fat
153,165,fat
178,53,thin
184,75,normal
175,136,fat
154,198,fat
190,192,fat
162,63,normal
152,121,fat
187,169,fat
193,153,fat
179,80,normal
195,199,fat
178,135,fat
196,195,fat
168,46,thin
194,173,fat
175,48,thin
193,144,fat
170,51,thin
192,107,fat
199,71,thin
162,41,thin
196,85,normal
188,127,fat
183,189,fat
162,180,fat
192,145,fat
194,85,normal
196,75,normal
180,141,fat
168,111,fat
174,148,fat
187,49,thin
192,96,fat
173,133,fat
185,156,fat
153,133,fat
166,102,fat
150,84,fat
163,137,fat
178,35,thin
151,118,fat
178,37,thin
170,53,thin
181,192,fat
184,111,fat
156,81,fat
184,85,fat
198,116,fat
165,92,fat
155,84,fat
177,181,fat
189,175,fat
183,192,fat
182,141,fat
152,111,fat
197,119,fat
179,190,fat
186,172,fat
185,140,fat
190,182,fat
195,50,thin
165,150,fat
187,130,fat
187,78,normal
193,133,fat
164,151,fat
167,99,fat
176,165,fat
192,66,thin
168,144,fat
159,35,thin
188,59,thin
198,61,thin
179,73,normal
182,165,fat
185,74,normal
156,47,normal
165,79,fat
190,158,fat
187,125,fat
177,118,fat
185,190,fat
158,192,fat
158,198,fat
162,101,fat
155,119,fat
197,178,fat
186,103,fat
164,169,fat
151,69,fat
165,80,fat
186,161,fat
185,61,thin
163,71,fat
199,113,fat
156,49,normal
188,119,fat
193,176,fat
170,73,fat
167,157,fat
181,194,fat
192,138,fat
160,144,fat
158,98,fat
180,158,fat
154,44,normal
179,131,fat
190,167,fat
156,94,fat
164,82,fat
200,51,thin
159,173,fat
180,77,normal
153,150,fat
191,166,fat
180,61,normal
177,160,fat
174,59,normal
183,49,thin
187,161,fat
157,100,fat
194,61,thin
152,124,fat
190,167,fat
192,104,fat
151,39,thin
197,162,fat
155,42,thin
194,61,thin
199,43,thin
154,71,fat
153,81,fat
200,60,thin
154,72,fat
155,141,fat
198,65,thin
175,37,thin
154,143,fat
166,36,thin
172,116,fat
158,120,fat
197,141,fat
175,183,fat
177,172,fat
200,110,fat
153,161,fat
199,140,fat
186,147,fat
180,193,fat
153,93,fat
157,42,thin
156,198,fat
171,154,fat
192,104,fat
168,130,fat
187,172,fat
199,123,fat
184,67,normal
173,87,fat
191,166,fat
171,108,fat
153,184,fat
152,84,fat
182,176,fat
194,97,fat
185,84,normal
167,126,fat
158,75,fat
193,146,fat
169,162,fat
170,46,thin
177,134,fat
194,85,normal
185,56,thin
174,168,fat
169,51,thin
188,83,normal
182,176,fat
162,36,thin
194,124,fat
192,121,fat
164,173,fat
168,169,fat
181,173,fat
159,71,fat
160,146,fat
161,44,thin
171,143,fat
175,99,fat
175,119,fat
199,154,fat
189,70,normal
192,75,normal
188,81,normal
169,73,fat
172,166,fat
174,109,fat
185,170,fat
195,188,fat
195,169,fat
152,82,fat
197,169,fat
197,59,thin
193,153,fat
190,142,fat
167,143,fat
190,198,fat
153,172,fat
174,79,fat
197,178,fat
186,143,fat
187,78,normal
196,129,fat
187,73,normal
168,138,fat
200,168,fat
172,163,fat
191,153,fat
159,122,fat
158,95,fat
166,182,fat
172,151,fat
183,147,fat
162,96,fat
194,115,fat
163,66,normal
166,166,fat
200,149,fat
184,164,fat
159,36,thin
176,161,fat
175,151,fat
166,156,fat
197,126,fat
164,189,fat
195,136,fat
169,103,fat
190,133,fat
182,89,fat
197,195,fat
170,43,thin
197,175,fat
154,107,fat
198,109,fat
165,52,normal
194,151,fat
164,97,fat
158,112,fat
193,131,fat
163,75,fat
180,151,fat
163,51,normal
178,35,thin
199,82,normal
162,127,fat
152,139,fat
181,149,fat
153,96,fat
182,121,fat
169,124,fat
188,179,fat
176,181,fat
155,48,normal
185,138,fat
180,130,fat
167,140,fat
185,161,fat
191,131,fat
175,171,fat
185,181,fat
188,48,thin
151,50,normal
196,103,fat
171,135,fat
157,183,fat
155,163,fat
158,185,fat
154,60,fat
184,175,fat
155,67,fat
160,37,thin
153,128,fat
190,194,fat
191,56,thin
200,103,fat
175,113,fat
168,44,thin
173,168,fat
162,49,normal
174,62,normal
151,100,fat
180,118,fat
182,197,fat
193,45,thin
158,105,fat
181,116,fat
189,40,thin
159,155,fat
156,112,fat
173,122,fat
178,37,thin
197,153,fat
167,194,fat
180,66,normal
200,174,fat
170,193,fat
150,162,fat
167,35,thin
189,35,thin
154,155,fat
200,82,normal
170,59,normal
157,91,fat
182,175,fat
167,71,fat
175,114,fat
181,149,fat
169,193,fat
168,168,fat
189,90,fat
200,93,normal
150,83,fat
175,62,normal
192,69,normal
154,169,fat
191,126,fat
166,197,fat
152,196,fat
191,99,fat
150,122,fat
187,94,fat
181,135,fat
178,68,normal
158,172,fat
178,47,thin
186,81,normal
165,146,fat
192,192,fat
165,164,fat
175,91,fat
170,69,normal
200,147,fat
172,187,fat
181,88,fat
163,44,thin
198,65,thin
162,170,fat
193,143,fat
164,59,normal
184,99,fat
165,162,fat
171,192,fat
151,97,fat
184,160,fat
193,185,fat
197,127,fat
154,40,thin
151,96,fat
185,48,thin
177,79,fat
157,67,fat
174,177,fat
198,126,fat
185,196,fat
171,95,fat
154,116,fat
163,191,fat
171,72,normal
169,103,fat
160,139,fat
173,59,normal
152,191,fat
153,37,thin
183,152,fat
154,197,fat
166,115,fat
188,143,fat
153,105,fat
169,44,thin
177,192,fat
188,177,fat
163,98,fat
194,169,fat
179,143,fat
196,45,thin
197,74,normal
157,63,fat
184,141,fat
154,127,fat
151,151,fat
176,110,fat
199,143,fat
185,90,fat
159,126,fat
189,57,thin
185,193,fat
181,177,fat
194,195,fat
159,74,fat
191,62,thin
167,82,fat
158,134,fat
175,116,fat
160,40,thin
180,63,normal
153,127,fat
153,53,normal
169,63,normal
176,108,fat
162,62,normal
163,122,fat
175,141,fat
170,114,fat
188,68,normal
186,167,fat
175,137,fat
198,179,fat
183,93,fat
155,112,fat
183,159,fat
186,68,normal
196,187,fat
200,131,fat
162,130,fat
162,153,fat
188,55,thin
193,133,fat
187,174,fat
195,89,normal
154,100,fat
169,98,fat
185,39,thin
172,83,fat
198,189,fat
194,125,fat
172,135,fat
191,145,fat
187,124,fat
190,136,fat
159,85,fat
152,137,fat
153,51,normal
175,157,fat
200,146,fat
194,98,fat
158,107,fat
166,170,fat
164,148,fat
178,105,fat
183,93,fat
152,42,thin
194,145,fat
192,164,fat
167,83,fat
194,107,fat
158,147,fat
155,123,fat
164,88,fat
196,126,fat
180,40,thin
159,180,fat
150,122,fat
175,70,normal
186,60,thin
185,188,fat
184,47,thin
170,117,fat
178,126,fat
167,169,fat
194,61,thin
153,95,fat
185,65,normal
158,57,normal
158,137,fat
159,59,normal
155,66,fat
167,55,normal
185,106,fat
181,136,fat
152,176,fat
179,49,thin
182,124,fat
152,54,normal
185,173,fat
198,90,normal
189,136,fat
170,126,fat
162,142,fat
197,65,thin
152,192,fat
159,173,fat
150,58,fat
191,58,thin
163,92,fat
195,150,fat
162,175,fat
165,49,thin
181,47,thin
192,146,fat
186,197,fat
172,101,fat
187,41,thin
158,111,fat
161,162,fat
151,134,fat
175,74,normal
178,162,fat
179,196,fat
154,198,fat
197,175,fat
195,88,normal
151,52,normal
181,80,normal
178,101,fat
153,187,fat
179,45,thin
167,89,fat
191,111,fat
189,48,thin
199,116,fat
167,167,fat
200,199,fat
199,71,thin
189,197,fat
176,109,fat
179,39,thin
152,130,fat
174,85,fat
190,106,fat
164,140,fat
162,94,fat
176,82,fat
182,37,thin
158,87,fat
152,51,normal
176,66,normal
168,177,fat
178,76,normal
193,73,normal
188,152,fat
185,56,thin
176,85,fat
166,197,fat
195,159,fat
152,100,fat
158,48,normal
155,197,fat
165,123,fat
157,71,fat
178,147,fat
157,189,fat
179,158,fat
172,127,fat
170,73,fat
153,117,fat
156,94,fat
154,64,fat
180,188,fat
171,131,fat
190,132,fat
190,141,fat
167,68,normal
194,189,fat
156,50,normal
151,164,fat
187,192,fat
196,87,normal
152,94,fat
167,160,fat
195,135,fat
178,200,fat
158,141,fat
197,143,fat
168,141,fat
161,103,fat
167,194,fat
155,53,normal
187,144,fat
197,138,fat
195,52,thin
187,66,normal
192,91,normal
177,191,fat
189,93,fat
167,68,normal
168,200,fat
198,91,normal
173,144,fat
176,152,fat
175,97,fat
171,129,fat
155,112,fat
191,62,thin
171,71,normal
173,161,fat
159,40,thin
158,182,fat
168,158,fat
163,148,fat
200,55,thin
158,118,fat
170,200,fat
175,153,fat
200,102,fat
177,47,thin
162,145,fat
172,99,fat
186,150,fat
175,143,fat
188,139,fat
192,41,thin
174,159,fat
176,168,fat
194,90,normal
190,39,thin
200,99,normal
156,86,fat
159,131,fat
185,100,fat
158,134,fat
193,36,thin
185,119,fat
169,181,fat
155,180,fat
197,67,thin
157,78,fat
185,57,thin
153,54,normal
161,198,fat
192,148,fat
190,35,thin
188,61,thin
192,151,fat
191,114,fat
153,42,thin
182,167,fat
150,80,fat
192,166,fat
176,68,normal
191,89,normal
164,197,fat
153,74,fat
191,40,thin
156,82,fat
182,84,fat
155,122,fat
176,162,fat
155,119,fat
174,35,thin
199,54,thin
176,64,normal
152,98,fat
183,67,normal
196,133,fat
165,44,thin
172,65,normal
182,77,normal
182,67,normal
162,86,fat
157,95,fat
197,141,fat
194,157,fat
185,135,fat
170,69,normal
176,94,fat
183,112,fat
162,137,fat
161,137,fat
179,117,fat
169,124,fat
178,143,fat
189,165,fat
166,60,normal
173,96,fat
192,47,thin
196,36,thin
151,137,fat
182,99,fat
186,187,fat
158,156,fat
184,153,fat
200,75,normal
176,44,thin
193,175,fat
193,114,fat
193,136,fat
194,69,thin
194,199,fat
184,54,thin
176,186,fat
154,41,thin
151,161,fat
200,111,fat
194,167,fat
180,74,normal
158,105,fat
159,153,fat
164,40,thin
175,174,fat
154,121,fat
173,188,fat
161,163,fat
166,39,thin
193,52,thin
198,89,normal
154,193,fat
158,140,fat
173,109,fat
195,95,normal
197,60,thin
197,86,normal
153,131,fat
192,181,fat
177,120,fat
184,39,thin
151,168,fat
167,36,thin
151,68,fat
177,94,fat
156,87,fat
179,119,fat
170,64,normal
160,115,fat
157,94,fat
193,176,fat
183,135,fat
153,200,fat
159,148,fat
168,165,fat
196,99,fat
187,181,fat
197,102,fat
174,133,fat
167,174,fat
166,160,fat
188,168,fat
151,61,fat
157,163,fat
187,61,thin
178,63,normal
158,179,fat
181,158,fat
180,62,normal
166,171,fat
163,66,normal
193,51,thin
158,183,fat
152,84,fat
192,129,fat
175,71,normal
188,183,fat
179,36,thin
193,39,thin
193,170,fat
159,75,fat
178,100,fat
197,161,fat
169,54,normal
151,71,fat
177,50,thin
173,142,fat
160,169,fat
151,140,fat
173,158,fat
182,76,normal
151,92,fat
177,82,fat
198,68,thin
189,81,normal
164,50,normal
172,143,fat
199,85,normal
167,36,thin
165,133,fat
176,89,fat
175,156,fat
181,161,fat
180,67,normal
181,143,fat
156,69,fat
193,41,thin
180,146,fat
180,109,fat
189,197,fat
